time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-27T03:06:42.539Z,65.3149,-163.0654,16.27,2.9,ml,,103,0.768,0.51,us,us7000gxlj,2022-03-27T03:35:41.040Z,"72 km NNE of White Mountain, Alaska",earthquake,3.1,7.1,0.062,34,reviewed,us,us
2022-03-27T03:06:11.957Z,37.8,141.8591,66.28,4.1,mb,,183,3.048,0.43,us,us7000gxlh,2022-03-27T03:25:12.040Z,"83 km ENE of Namie, Japan",earthquake,9.8,7.9,0.198,8,reviewed,us,us
2022-03-27T02:30:15.120Z,18.9468333333333,-67.4485,17.32,3.05,md,16,230,,0.23,pr,pr71342183,2022-03-27T03:47:25.953Z,"62 km NW of San Antonio, Puerto Rico",earthquake,0.99,2.72,0.15419389929636,13,reviewed,pr,pr
2022-03-27T02:19:42.140Z,36.5358333,-83.1498333,9.78,2.47,md,21,66,0.3216,0.29,se,se60379232,2022-03-30T00:56:35.140Z,"6 km E of Sneedville, Tennessee",earthquake,0.55,1.45,0.119,17,reviewed,se,se
2022-03-27T01:12:21.905Z,44.1165,-129.4524,10,5.1,mww,,188,1.715,1.29,us,us7000gxl1,2022-03-28T17:59:34.923Z,"off the coast of Oregon",earthquake,8.4,1.9,0.05,38,reviewed,us,us
2022-03-27T00:50:44.403Z,-13.809,66.171,10.15,5.6,mww,,42,6.492,0.57,us,us7000gxkt,2022-03-28T00:54:18.464Z,"Mid-Indian Ridge",earthquake,8.7,2.5,0.068,21,reviewed,us,us
2022-03-27T00:15:02.354Z,23.3805,121.5044,18.97,3.8,mwr,,105,0.19,0.65,us,us7000gxkn,2022-03-27T00:32:41.040Z,"66 km S of Hualien City, Taiwan",earthquake,3.5,0.9,0.068,21,reviewed,us,us
2022-03-26T23:15:31.952Z,42.3512,143.0013,58.43,5,mww,,102,0.355,0.7,us,us7000gxkc,2022-03-26T23:35:23.925Z,"52 km E of Shizunai-furukawachō, Japan",earthquake,7.5,5.9,0.093,11,reviewed,us,us
2022-03-26T22:54:52.035Z,-6.7763,129.9243,114.28,4.1,mb,,93,1.815,0.85,us,us7000gxka,2022-03-26T23:12:32.040Z,"Banda Sea",earthquake,8.2,9.1,0.127,17,reviewed,us,us
2022-03-26T22:27:49.478Z,59.7452,-139.3667,0,3.2,ml,,,,0.76,ak,ak0223wxxxgq,2022-03-26T22:39:38.459Z,"30 km NE of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-26T22:24:03.629Z,65.8121,-163.507,13.66,2.5,ml,,108,0.482,0.7,us,us7000gxk8,2022-03-26T22:55:22.040Z,"northern Alaska",earthquake,4.4,6.9,0.06,36,reviewed,us,us
2022-03-26T21:24:49.444Z,51.2187,-178.1783,47.25,4,mb,,143,0.717,0.84,us,us7000gxjv,2022-03-27T00:11:08.537Z,"129 km SW of Adak, Alaska",earthquake,5.8,8.6,0.07,54,reviewed,us,us
2022-03-26T20:53:26.148Z,-6.283,148.6887,53.39,4.6,mb,,75,4.036,0.59,us,us7000gxk4,2022-03-26T22:46:32.040Z,"95 km W of Kandrian, Papua New Guinea",earthquake,3.7,8.9,0.103,28,reviewed,us,us
2022-03-26T20:10:41.120Z,19.3726666666667,-155.066,6.73,3.3,ml,50,156,,0.13,hv,hv72963027,2022-03-27T20:12:52.782Z,"12 km SE of Fern Forest, Hawaii",earthquake,0.4,0.29,0.113014893758823,36,reviewed,hv,hv
2022-03-26T18:17:05.043Z,54.7006,-156.0677,11.9,3.4,ml,,,,0.5,ak,ak0223wvhy9y,2022-03-27T18:18:05.040Z,"230 km SE of Chignik, Alaska",earthquake,,18.2,,,reviewed,ak,ak
2022-03-26T17:57:13.325Z,20.8152,122.1716,10,4.6,mb,,109,2.236,0.87,us,us7000gxis,2022-03-27T18:15:47.040Z,"45 km NNE of Basco, Philippines",earthquake,8.4,1.9,0.08,46,reviewed,us,us
2022-03-26T17:46:51.280Z,38.5136667,-119.5428333,-0.46,3.29,ml,22,55,0.04946,0.09,nc,nc73710701,2022-03-27T18:14:39.040Z,"6km W of Walker, CA",earthquake,0.21,0.77,0.291,41,reviewed,nc,nc
2022-03-26T17:08:54.927Z,31.59278925,-104.5797334,6.568603515999999,2.7,ml,19,84,0.1015026678,0.2,tx,tx2022fyuf,2022-03-27T18:13:24.040Z,"65 km NNE of Van Horn, Texas",earthquake,2.99623905,1.77976191,0.1,12,reviewed,tx,tx
2022-03-26T15:51:14.051Z,27.0102,126.3125,10,4.8,mb,,60,1.758,1.2,us,us7000gxic,2022-03-26T16:21:04.040Z,"162 km WNW of Naha, Japan",earthquake,5.5,1.8,0.089,39,reviewed,us,us
2022-03-26T15:38:52.458Z,26.8002,126.5065,10,5.4,mww,,44,1.578,0.97,us,us7000gxi8,2022-03-27T15:44:56.734Z,"133 km WNW of Naha, Japan",earthquake,6.5,1.8,0.05,38,reviewed,us,us
2022-03-26T15:07:30.878Z,19.667,-157.5172,16.23,3.5,ml,,208,1.413,0.86,us,us7000gxi3,2022-03-28T21:18:48.490Z,"142 km SSW of Lanai City, Hawaii",earthquake,6.1,7.8,0.048,56,reviewed,us,us
2022-03-26T14:54:39.152Z,52.1164,179.7036,176.1,2.9,ml,,,,0.47,ak,ak0223wtc8rh,2022-03-26T17:04:05.114Z,"252 km W of Adak, Alaska",earthquake,,6.5,,,reviewed,ak,ak
2022-03-26T14:18:33.716Z,-7.5785,121.7325,10,4.7,mb,,50,1.163,0.89,us,us7000gxhz,2022-03-26T16:28:44.040Z,"126 km NNW of Maumere, Indonesia",earthquake,2.8,1.9,0.098,32,reviewed,us,us
2022-03-26T13:53:21.069Z,20.8222,122.0982,10,5.1,mww,,46,2.199,1.22,us,us7000gxhw,2022-03-26T16:08:20.040Z,"43 km NNE of Basco, Philippines",earthquake,7.4,1.8,0.052,35,reviewed,us,us
2022-03-26T13:16:53.565Z,-3.8154,122.825,10,4.7,mb,,40,2.755,1.04,us,us7000gxjn,2022-03-27T13:05:22.084Z,"38 km ENE of Kendari, Indonesia",earthquake,3.9,1.8,0.102,29,reviewed,us,us
2022-03-26T13:16:40.359Z,-3.9683,122.8479,10,4.3,mb,,54,2.908,1.24,us,us7000gxhl,2022-03-26T21:03:31.040Z,"36 km E of Kendari, Indonesia",earthquake,7,1.9,0.142,15,reviewed,us,us
2022-03-26T12:15:41.147Z,54.3543,-159.6874,20.91,3.8,mb,,175,0.481,0.5,us,us7000gxhg,2022-03-26T13:40:32.040Z,"121 km SSE of Sand Point, Alaska",earthquake,6,8.7,0.181,9,reviewed,us,us
2022-03-26T12:09:40.460Z,19.1743333333333,-155.477666666667,31.83,2.82,ml,54,81,,0.12,hv,hv72962687,2022-03-29T02:10:44.940Z,"3 km S of Pāhala, Hawaii",earthquake,0.41,0.53,0.147230730892791,31,reviewed,hv,hv
2022-03-26T11:53:01.950Z,38.5153333,-119.5418333,-0.78,2.59,md,20,71,0.04867,0.09,nc,nc73710551,2022-03-28T17:18:56.911Z,"5km W of Walker, CA",earthquake,0.21,0.51,0.203,63,reviewed,nc,nc
2022-03-26T11:41:20.797Z,37.3046,-114.9832,2.7,2.7,ml,24,88.49,0.116,0.1387,nn,nn00836078,2022-03-28T17:03:08.668Z,"17 km ESE of Alamo, Nevada",earthquake,,5.5,0.29,16,reviewed,nn,nn
2022-03-26T11:32:23.820Z,35.9705,-120.2005,18.78,2.61,md,56,67,0.08832,0.14,nc,nc73710541,2022-03-28T05:26:31.040Z,"7km WSW of Avenal, CA",earthquake,0.24,0.61,0.156,75,reviewed,nc,nc
2022-03-26T10:13:58.540Z,37.0676667,-117.9348333,8.44,2.81,ml,18,78,0.2366,0.15,ci,ci39978903,2022-03-28T16:38:19.785Z,"33km ESE of Big Pine, CA",earthquake,0.21,0.96,0.187,50,reviewed,ci,ci
2022-03-26T10:09:17.075Z,56.2598,-158.0076,89.1,2.7,ml,,,,0.44,ak,ak0223wqoss0,2022-03-26T10:25:44.040Z,"24 km E of Chignik, Alaska",earthquake,,1,,,automatic,ak,ak
2022-03-26T10:02:37.090Z,17.9616,-66.9456,7,3.02,md,22,189,0.0678,0.13,pr,pr2022085000,2022-03-26T17:18:24.755Z,"4 km WSW of Guánica, Puerto Rico",earthquake,0.41,0.23,0.16,18,reviewed,pr,pr
2022-03-26T09:54:30.105Z,-3.8261,122.7013,10,4.5,mb,,75,2.766,0.62,us,us7000gxh1,2022-03-26T15:08:48.040Z,"26 km NE of Kendari, Indonesia",earthquake,4.7,1.9,0.204,7,reviewed,us,us
2022-03-26T08:27:05.435Z,55.3266,-164.1616,169.99,3,ml,,179,0.542,0.54,us,us7000gxik,2022-03-26T17:22:27.040Z,"Unimak Island region, Alaska",earthquake,13.8,11.3,0.148,6,reviewed,us,us
2022-03-26T08:15:42.511Z,-20.8124,-178.8147,597.7,4.9,mb,,80,4.25,0.9,us,us7000gxgr,2022-03-26T08:33:52.040Z,"Fiji region",earthquake,11.6,8.7,0.057,97,reviewed,us,us
2022-03-26T08:08:25.606Z,-20.7478,-178.8459,595.85,4.5,mb,,135,4.184,0.8,us,us7000gxgq,2022-03-26T08:24:46.040Z,"Fiji region",earthquake,13.3,9.3,0.075,52,reviewed,us,us
2022-03-26T07:26:51.296Z,62.8222,-150.8713,91.4,2.7,ml,,,,0.49,ak,ak0223wp07px,2022-03-26T08:03:11.040Z,"36 km N of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-26T05:45:36.600Z,17.952,-66.84,12.37,2.59,md,28,174,,0.23,pr,pr71342103,2022-03-26T06:08:50.960Z,"5 km SSW of Indios, Puerto Rico",earthquake,0.47,0.34,0.110417001931217,17,reviewed,pr,pr
2022-03-26T05:34:47.059Z,65.4278,-145.0025,5.8,2.5,ml,,,,0.87,ak,ak0223wnv21f,2022-03-26T05:53:20.040Z,"18 km SSW of Central, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-26T05:21:32.893Z,31.65714076,-104.4208505,4.846166992,2.495323809,mlv,18,67,0.06909800659,0.2,tx,tx2022fxww,2022-03-28T05:24:46.040Z,"57 km S of Whites City, New Mexico",earthquake,1.091927648,1.7664457149999997,0.2628020192,9,reviewed,tx,tx
2022-03-26T04:56:50.025Z,36.8428,-104.814,5,2.7,ml,,164,0.056,0.95,us,us7000gxfm,2022-03-26T05:09:49.040Z,"31 km S of Segundo, Colorado",earthquake,5.7,2,0.057,40,reviewed,us,us
2022-03-26T04:01:41.125Z,3.4717,126.8757,75.58,4.9,mb,,93,2.726,0.81,us,us7000gxfd,2022-03-26T04:19:14.040Z,"230 km NNW of Tobelo, Indonesia",earthquake,8.4,3.7,0.061,86,reviewed,us,us
2022-03-26T03:49:37.664Z,31.6399,-104.4071,5,2.7,ml,,104,0.084,0.23,us,us7000gxf9,2022-03-26T03:57:47.040Z,"59 km S of Whites City, New Mexico",earthquake,1.1,2,0.085,46,reviewed,us,us
2022-03-26T03:23:28.870Z,17.951,-66.8145,9.79,2.95,md,31,187,,0.24,pr,pr71342083,2022-03-26T05:28:19.808Z,"4 km S of Indios, Puerto Rico",earthquake,0.45,0.52,0.376329560483455,17,reviewed,pr,pr
2022-03-26T02:50:30.311Z,28.6755,128.7134,10,4.9,mww,,95,1.873,1.08,us,us7000gxf1,2022-03-26T03:08:01.040Z,"82 km WNW of Naze, Japan",earthquake,5.5,1.7,0.098,10,reviewed,us,us
2022-03-26T00:23:49.070Z,17.9335,-66.959,11.63,2.49,md,7,226,,0.07,pr,pr71342053,2022-03-26T01:06:44.730Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.61,0.41,0.0744784613708198,5,reviewed,pr,pr
2022-03-25T23:27:50.039Z,33.5933,141.2056,35,4.6,mb,,71,1.258,0.69,us,us7000gxek,2022-03-25T23:56:28.040Z,"190 km SSE of Katsuura, Japan",earthquake,3.4,1.9,0.075,53,reviewed,us,us
2022-03-25T21:40:00.927Z,-5.8247,151.3799,35,5,mb,,40,1.8,0.89,us,us7000gxe1,2022-03-25T22:09:57.040Z,"140 km ESE of Kimbe, Papua New Guinea",earthquake,7.5,1.9,0.049,136,reviewed,us,us
2022-03-25T21:15:53.542Z,-20.3624,-70.0684,17.97,2.6,ml,,169,0.868,0.55,us,us7000gxfq,2022-03-27T17:16:40.150Z,"18 km SSE of Iquique, Chile",earthquake,3.7,8,0.081,20,reviewed,us,us
2022-03-25T21:10:58.610Z,39.1266667,-122.2585,-0.49,3.67,mw,73,49,0.02823,0.25,nc,nc73710361,2022-03-31T11:34:33.435Z,"10km WSW of Williams, CA",earthquake,0.24,0.77,,3,reviewed,nc,nc
2022-03-25T19:34:01.936Z,8.7831,-82.7762,10,4.4,mb,,136,0.088,1.05,us,us7000gxd2,2022-03-26T14:16:32.369Z,"5 km ESE of Monte Lirio, Panama",earthquake,5.8,1.9,0.115,22,reviewed,us,us
2022-03-25T19:02:36.585Z,-24.415,-179.5798,507.53,5,mb,,127,5.05,0.66,us,us7000gxcv,2022-03-25T19:17:23.040Z,"south of the Fiji Islands",earthquake,11.8,8.5,0.088,41,reviewed,us,us
2022-03-25T18:58:18.415Z,14.8037,-92.4427,87.49,4.4,mb,,175,1.498,0.57,us,us7000gxcq,2022-03-25T19:35:33.040Z,"6 km S of Mazatán, Mexico",earthquake,7.8,10.6,0.047,131,reviewed,us,us
2022-03-25T18:56:21.172Z,-6.1551,147.5771,57.7,5,mb,,59,10.844,0.92,us,us7000gxcr,2022-03-25T19:14:28.040Z,"53 km NW of Finschhafen, Papua New Guinea",earthquake,9.9,7.3,0.077,54,reviewed,us,us
2022-03-25T18:50:05.990Z,38.5694,97.3007,10,5,mb,,29,11.385,0.79,us,us7000gxcn,2022-03-25T19:08:05.040Z,"145 km SSW of Laojunmiao, China",earthquake,8.5,1.9,0.046,150,reviewed,us,us
2022-03-25T18:07:16.030Z,19.2733333333333,-155.415333333333,32.29,2.59,ml,53,67,,0.13,hv,hv72961887,2022-03-31T00:44:22.740Z,"10 km NE of Pāhala, Hawaii",earthquake,0.4,0.49,0.223845122213511,24,reviewed,hv,hv
2022-03-25T18:00:44.278Z,17.4477,-62.6982,12.23,3.3,ml,,156,0.274,0.26,us,us7000gxfl,2022-03-28T03:17:00.132Z,"9 km NE of Nicola Town, Saint Kitts and Nevis",earthquake,3.7,12,0.074,24,reviewed,us,us
2022-03-25T17:25:08.221Z,61.2122,-151.667,68.3,2.5,ml,,,,0.67,ak,ak0223v7ew97,2022-03-25T17:35:00.267Z,"32 km WNW of Beluga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-25T17:05:10.261Z,38.5597,97.2371,10,4.5,mb,,78,11.42,0.68,us,us7000gx90,2022-03-25T17:25:24.040Z,"147 km SSW of Laojunmiao, China",earthquake,9.9,1.9,0.077,50,reviewed,us,us
2022-03-25T16:32:05.758Z,-34.7587,-70.9373,108.92,4.1,mb,,80,0.132,0.33,us,us7000gx8t,2022-03-25T19:21:30.435Z,"10 km ESE of Chimbarongo, Chile",earthquake,4.8,7,0.371,2,reviewed,us,us
2022-03-25T16:28:42.944Z,38.5517,97.296,10,5,mb,,37,14.689,0.73,us,us7000gx8v,2022-03-25T16:48:58.040Z,"147 km SSW of Laojunmiao, China",earthquake,10.4,1.9,0.045,159,reviewed,us,us
2022-03-25T16:23:51.840Z,38.5188333,-119.5386667,0.1,2.65,md,18,69,0.04637,0.09,nc,nc73710256,2022-03-25T22:24:16.339Z,"5km W of Walker, CA",earthquake,0.2,0.96,0.23,59,reviewed,nc,nc
2022-03-25T16:21:04.053Z,38.5457,97.2948,10,5.7,mww,,40,11.407,1.05,us,us7000gx8m,2022-03-29T21:08:40.361Z,"147 km SSW of Laojunmiao, China",earthquake,8.8,1.9,0.098,10,reviewed,us,us
2022-03-25T16:00:55.679Z,56.3516,-148.7812,10,3.3,ml,,251,2.523,0.46,us,us7000gx8i,2022-03-25T17:58:29.040Z,"254 km SE of Chiniak, Alaska",earthquake,10.8,2,0.057,40,reviewed,us,us
2022-03-25T15:59:02.250Z,-0.6901,133.5884,33.17,4.5,mb,,89,2.587,0.89,us,us7000gx8j,2022-03-25T17:19:11.040Z,"56 km WNW of Manokwari, Indonesia",earthquake,6.7,6.1,0.104,27,reviewed,us,us
2022-03-25T15:51:19.038Z,31.59325903,-104.5184216,5.540283203000001,2.5,ml,25,83,0.07695726335,0.3,tx,tx2022fwwe,2022-03-27T02:18:56.236Z,"65 km SSW of Whites City, New Mexico",earthquake,2.635981107,1.990141179,0.1,16,reviewed,tx,tx
2022-03-25T15:31:30.776Z,63.3387,-151.1754,6,3.1,ml,,,,0.69,ak,ak0223v69d3q,2022-03-25T17:44:45.121Z,"35 km SE of Denali National Park, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2022-03-25T15:31:17.053Z,63.3169,-151.2453,7,2.5,ml,,,,0.78,ak,ak0223v69c2k,2022-03-25T17:39:37.277Z,"Central Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-03-25T15:22:59.850Z,19.1615,-155.476333333333,32.41,2.78,md,53,112,,0.11,hv,hv72961777,2022-03-29T02:41:50.810Z,"4 km S of Pāhala, Hawaii",earthquake,0.43,0.53,0.0920290817833203,22,reviewed,hv,hv
2022-03-25T15:20:08.960Z,37.5831,141.4066,51.79,4.7,mb,,130,2.76,0.79,us,us7000gx88,2022-03-25T15:48:40.040Z,"37 km ENE of Namie, Japan",earthquake,8.4,6.9,0.07,61,reviewed,us,us
2022-03-25T13:41:25.278Z,-17.8461,167.3331,10,4.3,mb,,157,2.388,0.99,us,us7000gx83,2022-03-26T13:31:48.040Z,"104 km W of Port-Vila, Vanuatu",earthquake,7,1.8,0.16,11,reviewed,us,us
2022-03-25T13:20:14.257Z,-3.7875,122.785,10,4.7,mb,,53,2.727,0.9,us,us7000gx7f,2022-03-25T14:08:16.134Z,"36 km NE of Kendari, Indonesia",earthquake,6.2,1.2,0.098,32,reviewed,us,us
2022-03-25T12:41:31.558Z,16.8113,-60.9004,37.78,4.5,mb,,135,0.52,0.39,us,us7000gx73,2022-03-25T15:52:16.650Z,"59 km NNE of Beauséjour, Guadeloupe",earthquake,3.7,9.2,0.052,108,reviewed,us,us
2022-03-25T10:32:06.290Z,19.164,-155.4725,31.73,2.95,ml,53,95,,0.11,hv,hv72961597,2022-03-29T01:21:49.480Z,"4 km S of Pāhala, Hawaii",earthquake,0.44,0.58,0.20449494590297,36,reviewed,hv,hv
2022-03-25T10:12:15.330Z,19.1651666666667,-155.474333333333,31.82,3.14,ml,56,95,,0.11,hv,hv72961577,2022-03-29T01:09:44.975Z,"4 km S of Pāhala, Hawaii",earthquake,0.43,0.55,0.22475279704293,38,reviewed,hv,hv
2022-03-25T10:12:00.023Z,0.4001,123.9301,203,4.4,mb,,61,1.842,0.75,us,us7000gx6m,2022-03-25T10:37:16.040Z,"97 km E of Gorontalo, Indonesia",earthquake,8.2,8.2,0.081,44,reviewed,us,us
2022-03-25T08:54:35.104Z,-33.884,-178.5481,10,5.3,mww,,57,4.473,0.75,us,us7000gx6g,2022-03-25T09:13:33.040Z,"south of the Kermadec Islands",earthquake,7.7,1.8,0.093,11,reviewed,us,us
2022-03-25T08:18:12.564Z,43.3861,146.0724,91.82,4.5,mb,,136,2.548,0.47,us,us7000gx6b,2022-03-25T08:37:43.040Z,"40 km E of Nemuro, Japan",earthquake,9.1,6,0.15,13,reviewed,us,us
2022-03-25T07:29:01.395Z,31.58851824,-104.5377352,6.362939453,2.6,ml,20,88,0.08619280376,0.3,tx,tx2022fwfp,2022-03-26T00:46:26.945Z,"66 km SSW of Whites City, New Mexico",earthquake,2.394337977,2.196152238,0.1,7,reviewed,tx,tx
2022-03-25T07:29:00.994Z,31.59103555,-104.5689571,6.157275391,2.6,ml,19,84,0.09705279668,0.2,tx,tx2022fwfo,2022-03-25T18:14:54.756Z,"65 km NNE of Van Horn, Texas",earthquake,1.577340861,2.619404313,0.1,6,reviewed,tx,tx
2022-03-25T06:57:03.291Z,15.6555,-96.6945,10,4.2,mb,,165,2.611,0.79,us,us7000gx62,2022-03-25T18:48:36.386Z,"17 km S of San Francisco Cozoaltepec, Mexico",earthquake,9.9,2,0.11,23,reviewed,us,us
2022-03-25T06:44:07.777Z,32.5468,-104.4272,5,2.6,ml,,55,0.48,0.67,us,us7000gx5v,2022-03-25T06:49:48.040Z,"22 km WNW of La Huerta, New Mexico",earthquake,4.5,2,0.085,18,reviewed,us,us
2022-03-25T06:33:45.600Z,17.9748333333333,-65.3726666666667,10.31,3.17,md,9,256,,0.15,pr,pr71341938,2022-03-25T07:37:15.230Z,"17 km SE of Esperanza, Puerto Rico",earthquake,0.97,0.83,0.154571839788154,6,reviewed,pr,pr
2022-03-25T06:14:24.340Z,19.5621666666667,-156.893833333333,37.73,3.39,ml,38,300,,0.23,hv,hv72961452,2022-03-26T02:07:01.180Z,"94 km W of Kailua-Kona, Hawaii",earthquake,1.15,2.51,0.131074844499811,22,reviewed,hv,hv
2022-03-25T05:28:33.836Z,56.264,-148.7691,10,3.6,ml,,221,2.582,0.63,us,us7000gx5e,2022-03-25T05:38:54.040Z,"261 km SE of Chiniak, Alaska",earthquake,8,2,0.056,42,reviewed,us,us
2022-03-25T04:55:23.392Z,54.029,-162.8824,35,2.8,ml,,248,0.849,0.78,us,us7000gx5h,2022-03-25T22:15:48.040Z,"Alaska Peninsula",earthquake,6.6,2,0.115,10,reviewed,us,us
2022-03-25T04:28:32.746Z,31.68068532,-104.4049171,6.234399414,3.3,ml,31,52,0.08260476256,0.3,tx,tx2022fvzq,2022-03-25T22:58:16.017Z,"54 km S of Whites City, New Mexico",earthquake,0.9458690999,1.025809701,0.1,14,reviewed,tx,tx
2022-03-25T04:24:08.144Z,18.9832,145.2526,277.83,4.2,mb,,101,5.376,0.69,us,us7000gyg2,2022-03-30T22:16:09.040Z,"Pagan region, Northern Mariana Islands",earthquake,10.2,8.3,0.136,17,reviewed,us,us
2022-03-25T03:26:03.496Z,31.6749741,-104.3997511,5.745947266,2.6,ml,14,66,0.08635557566,0.2,tx,tx2022fvxp,2022-03-29T01:44:06.054Z,"55 km S of Whites City, New Mexico",earthquake,1.212420678,1.835658729,0.2,8,reviewed,tx,tx
2022-03-25T03:08:56.539Z,24.8149,124.5523,76.49,5.1,mb,,127,1.444,1.07,us,us7000gx4l,2022-03-25T03:29:00.040Z,"65 km NE of Ishigaki, Japan",earthquake,13.4,8.7,0.152,16,reviewed,us,us
2022-03-25T03:08:16.747Z,37.5909,141.3467,46.6,5.2,mww,,118,2.719,0.77,us,us7000gx4k,2022-03-25T14:38:17.071Z,"32 km ENE of Namie, Japan",earthquake,7.7,6.2,0.093,11,reviewed,us,us
2022-03-25T03:01:58.874Z,31.66909306,-104.4204226,6.799975586,4.6,ml,65,61,0.06850042547,0.2,tx,tx2022fvwu,2022-03-31T15:28:38.914Z,"56 km S of Whites City, New Mexico",earthquake,0.892216658,1.01192887,0.2,38,reviewed,tx,tx
2022-03-25T02:44:34.568Z,14.1194,119.3746,10,4.6,mb,,112,8.801,0.69,us,us7000gyg9,2022-03-30T21:44:07.040Z,"77 km WNW of Cabra, Philippines",earthquake,9.9,1.9,0.098,33,reviewed,us,us
2022-03-25T02:29:38.196Z,-5.9227,130.6353,121.93,4.5,mb,,106,2.149,0.71,us,us7000gx4b,2022-03-25T02:45:04.040Z,"236 km W of Tual, Indonesia",earthquake,10,10.1,0.113,25,reviewed,us,us
2022-03-25T01:56:51.247Z,-6.1799,146.916,110.17,5.4,mb,,22,4.133,1.13,us,us7000gx46,2022-03-26T02:00:44.822Z,"60 km N of Lae, Papua New Guinea",earthquake,8.2,6.5,0.043,187,reviewed,us,us
2022-03-25T01:31:36.310Z,17.9405,-66.867,15.93,2.46,md,5,217,,0.06,pr,pr71341898,2022-03-25T03:16:26.970Z,"4 km SSE of Maria Antonia, Puerto Rico",earthquake,0.78,0.55,0.059879090112231,4,reviewed,pr,pr
2022-03-25T01:11:44.399Z,53.9954,170.8674,10,3.7,ml,,147,2.315,0.58,us,us7000gyh9,2022-03-30T21:26:56.040Z,"200 km NW of Attu Station, Alaska",earthquake,13.2,1.9,0.181,4,reviewed,us,us
2022-03-25T01:01:12.132Z,43.657,145.387,135.36,4.4,mb,,169,2.072,0.89,us,us7000gx41,2022-03-25T01:19:02.040Z,"20 km E of Shibetsu, Japan",earthquake,9.4,9,0.079,47,reviewed,us,us
2022-03-25T00:56:22.378Z,-15.5851,-71.632,123.58,5.3,mww,,79,2.868,1.11,us,us7000gx3t,2022-03-27T02:05:19.407Z,"6 km NNW of Chivay, Peru",earthquake,6.8,3.5,0.038,66,reviewed,us,us
2022-03-25T00:48:24.140Z,17.9951,-66.9875,11,3.1,md,23,142,0.0623,0.14,pr,pr2022084000,2022-03-25T02:10:04.040Z,"6 km ENE of La Parguera, Puerto Rico",earthquake,0.38,0.35,0.28,13,reviewed,pr,pr
2022-03-24T22:57:20.398Z,19.5461,-109.2395,10,4.2,mb,,233,4.171,0.3,us,us7000gx0k,2022-03-24T23:16:32.040Z,"Revilla Gigedo Islands region",earthquake,9.8,2,0.052,104,reviewed,us,us
2022-03-24T22:52:03.100Z,17.9596666666667,-67.154,10.03,2.45,md,4,316,,0.11,pr,pr71341878,2022-03-24T23:25:50.780Z,"3 km ESE of Pole Ojea, Puerto Rico",earthquake,1.08,0.52,0.114846539429823,4,reviewed,pr,pr
2022-03-24T22:37:20.531Z,14.4872,119.2211,10,4.8,mb,,95,8.471,0.74,us,us7000gx0h,2022-03-24T23:09:53.040Z,"105 km WSW of San Nicolas, Philippines",earthquake,7.7,1.9,0.052,113,reviewed,us,us
2022-03-24T21:52:28.055Z,52.2077,143.6546,10,4.9,mb,,103,5.286,0.55,us,us7000gx0b,2022-03-25T00:13:21.040Z,"57 km NE of Nogliki, Russia",earthquake,7.6,1.8,0.029,388,reviewed,us,us
2022-03-24T21:15:31.873Z,-6.1917,130.3114,139.64,4.7,mb,,87,2.031,0.92,us,us7000gwzw,2022-03-24T21:44:51.040Z,"277 km WSW of Tual, Indonesia",earthquake,7.6,4.5,0.073,57,reviewed,us,us
2022-03-24T21:06:37.561Z,14.1655,119.2236,10,4.8,mb,,75,8.784,0.96,us,us7000gwzu,2022-03-24T21:28:02.040Z,"94 km WNW of Cabra, Philippines",earthquake,7.8,1.8,0.055,102,reviewed,us,us
2022-03-24T21:00:51.510Z,17.9503333333333,-67.1185,12.09,2.56,md,5,285,,0.1,pr,pr71341868,2022-03-24T21:31:13.160Z,"7 km ESE of Pole Ojea, Puerto Rico",earthquake,1.02,0.32,0.0402428230665755,2,reviewed,pr,pr
2022-03-24T20:50:38.858Z,14.1863,119.374,10,4.6,mb,,110,8.993,0.73,us,us7000gwzn,2022-03-24T21:36:00.040Z,"80 km WNW of Cabra, Philippines",earthquake,9.7,1.9,0.065,75,reviewed,us,us
2022-03-24T20:34:24.620Z,31.62539614,-104.523056,6.979931641,2.6,ml,15,87,0.04726698492,0.2,tx,tx2022fvjz,2022-03-29T00:43:38.243Z,"62 km SSW of Whites City, New Mexico",earthquake,2.628016125,1.206853825,0.2,11,reviewed,tx,tx
2022-03-24T20:33:24.571Z,14.2434,119.407,10,4.6,mb,,69,9.053,0.49,us,us7000gwzk,2022-03-24T21:12:15.040Z,"79 km WNW of Cabra, Philippines",earthquake,8.5,1.9,0.077,53,reviewed,us,us
2022-03-24T19:51:22.347Z,62.7559,-150.5779,77.5,2.8,ml,,,,0.53,ak,ak0223tl80oc,2022-03-24T20:39:03.040Z,"30 km NNE of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
